County,Mortality,Poverty,HeadStart,Bin,FittedBasic,PovertyHS,PovertySq,PovertySqHS,BinMean,FittedQuadratic
18095,0,1.5653009,1,1.65,2.7249329,1.5653009,2.4501669,2.4501669,1.1966895,2.7854092
18013,0,1.53398,1,1.47,2.7143567,1.53398,2.3530946,2.3530946,2.2001977,2.8172219
11004,0,1.4856958,1,1.47,2.6980524,1.4856958,2.2072921,2.2072921,2.2001977,2.8616111
25052,0,1.4800196,1,1.47,2.6961355,1.4800196,2.1904578,2.1904578,2.2001977,2.8664589
25011,0,1.4683657,1,1.47,2.6922004,1.4683657,2.1560977,2.1560977,2.2001977,2.8761668
1060,0,1.4644816,1,1.47,2.6908889,1.4644816,2.1447062,2.1447062,2.2001977,2.8793292
34040,6.8572998,1.4487094,1,1.47,2.6855628,1.4487094,2.0987589,2.0987589,2.2001977,2.8917959
25060,13.031863,1.4419489,1,1.47,2.6832802,1.4419489,2.0792167,2.0792167,2.2001977,2.896955
11019,0,1.4287951,1,1.47,2.6788385,1.4287951,2.0414555,2.0414555,2.2001977,2.9066761
25026,0,1.426147,1,1.47,2.6779442,1.426147,2.0338953,2.0338953,2.2001977,2.9085827
41031,5.3558993,1.4121485,1,1.47,2.6732173,1.4121485,1.9941633,1.9941633,2.2001977,2.9183781
25047,3.3575075,1.4078302,1,1.47,2.6717591,1.4078302,1.9819859,1.9819859,2.2001977,2.9213042
11118,0,1.3877077,1,1.47,2.6649642,1.3877077,1.9257327,1.9257327,2.2001977,2.9343433
4051,0,1.3839259,1,1.47,2.6636872,1.3839259,1.9152509,1.9152509,2.2001977,2.9366844
25005,0,1.3727541,1,1.29,2.6599147,1.3727541,1.8844538,1.8844538,2.0013182,2.9433982
43025,0,1.3653086,1,1.29,2.6574006,1.3653086,1.8640677,1.8640677,2.0013182,2.9477046
32029,0,1.3578814,1,1.29,2.6548927,1.3578814,1.8438419,1.8438419,2.0013182,2.9518669
18061,0,1.3316722,1,1.29,2.6460423,1.3316722,1.7733508,1.7733508,2.0013182,2.9654875
41045,2.4800973,1.3260813,1,1.29,2.6441545,1.3260813,1.7584915,1.7584915,2.0013182,2.9681778
11070,10.185374,1.3252528,1,1.29,2.6438749,1.3252528,1.756295,1.756295,2.0013182,2.9685698
44124,0,1.3212534,1,1.29,2.6425242,1.3212534,1.7457106,1.7457106,2.0013182,2.9704399
25063,0,1.317235,1,1.29,2.6411674,1.317235,1.735108,1.735108,2.0013182,2.9722798
18055,0,1.3120135,1,1.29,2.6394043,1.3120135,1.7213794,1.7213794,2.0013182,2.9746122
25006,0,1.2804148,1,1.29,2.6287341,1.2804148,1.6394621,1.6394621,2.0013182,2.987318
18116,0,1.279761,1,1.29,2.6285133,1.279761,1.6377881,1.6377881,2.0013182,2.9875555
43034,0,1.2705035,1,1.29,2.6253874,1.2705035,1.6141793,1.6141793,2.0013182,2.9908054
1006,9.0440445,1.268635,1,1.29,2.6247563,1.268635,1.6094348,1.6094348,2.0013182,2.9914362
4039,0,1.2410274,1,1.29,2.6154339,1.2410274,1.5401489,1.5401489,2.0013182,2.9997711
11049,7.2817302,1.2329005,1,1.29,2.6126897,1.2329005,1.5200436,1.5200436,2.0013182,3.001873
32023,3.029844,1.2165034,1,1.29,2.6071529,1.2165034,1.4798805,1.4798805,2.0013182,3.0056274
25067,10.471204,1.1913104,1,1.11,2.5986457,1.1913104,1.4192204,1.4192204,4.5627899,3.0101271
41014,0,1.1887393,1,1.11,2.5977776,1.1887393,1.4131011,1.4131011,4.5627899,3.0105
11123,0,1.180752,1,1.11,2.5950806,1.180752,1.3941754,1.3941754,4.5627899,3.0115557
1033,0,1.155836,1,1.11,2.5866671,1.155836,1.3359568,1.3359568,4.5627899,3.0138576
19018,0,1.1486278,1,1.11,2.584233,1.1486278,1.3193457,1.3193457,4.5627899,3.0142431
25079,10.332713,1.147037,1,1.11,2.5836959,1.147037,1.315694,1.315694,4.5627899,3.0143113
41009,9.3344536,1.1419779,1,1.11,2.5819874,1.1419779,1.3041135,1.3041135,4.5627899,3.0144873
25021,10.206164,1.1344531,1,1.11,2.5794466,1.1344531,1.2869837,1.2869837,4.5627899,3.0146346
18080,0,1.0926081,1,1.11,2.5653164,1.0926081,1.1937925,1.1937925,4.5627899,3.0129519
11017,0,1.0831889,1,1.11,2.5621359,1.0831889,1.1732981,1.1732981,4.5627899,3.0119884
18065,0,1.0547656,1,1.11,2.5525382,1.0547656,1.1125305,1.1125305,4.5627899,3.0077794
11098,18.971731,1.0516268,1,1.11,2.5514781,1.0516268,1.1059189,1.1059189,4.5627899,3.0071948
43076,0,1.0204585,1,1.11,2.5409534,1.0204585,1.0413355,1.0413355,4.5627899,3.0000937
25054,3.477535,1.0099452,1,.93000001,2.5374033,1.0099452,1.0199893,1.0199893,2.0566714,2.9971678
4062,2.9663029,.99911827,1,.93000001,2.5337474,.99911827,.99823731,.99823731,2.0566714,2.9938753
11128,0,.96996027,1,.93000001,2.5239015,.96996027,.94082296,.94082296,2.0566714,2.9835961
43044,0,.94895804,1,.93000001,2.5168095,.94895804,.90052134,.90052134,2.0566714,2.9749169
34089,0,.94273782,1,.93000001,2.514709,.94273782,.88875461,.88875461,2.0566714,2.9721413
11149,0,.93795496,1,.93000001,2.5130939,.93795496,.87975949,.87975949,2.0566714,2.9699435
44162,0,.93558526,1,.93000001,2.5122938,.93558526,.87531978,.87531978,2.0566714,2.9688342
43038,10.098969,.93011421,1,.93000001,2.5104463,.93011421,.86511242,.86511242,2.0566714,2.9662206
44064,0,.92094368,1,.93000001,2.5073497,.92094368,.84813726,.84813726,2.0566714,2.9616776
25010,0,.91098273,1,.93000001,2.5039861,.91098273,.82988954,.82988954,2.0566714,2.956512
34022,0,.90700936,1,.93000001,2.5026445,.90700936,.82266599,.82266599,2.0566714,2.9543846
11002,16.363934,.90638757,1,.93000001,2.5024345,.90638757,.82153845,.82153845,2.0566714,2.9540482
34048,0,.88815713,1,.93000001,2.4962785,.88815713,.78882307,.78882307,2.0566714,2.9437695
25069,0,.88647485,1,.93000001,2.4957104,.88647485,.78583765,.78583765,2.0566714,2.9427805
18102,0,.86445105,1,.93000001,2.4882736,.86445105,.74727559,.74727559,2.0566714,2.9291999
43004,0,.84873605,1,.93000001,2.4829671,.84873605,.72035289,.72035289,2.0566714,2.9187918
4069,0,.8397631,1,.75,2.4799371,.8397631,.70520204,.70520204,3.7523625,2.9125807
43049,0,.83876443,1,.75,2.4796,.83876443,.70352578,.70352578,3.7523625,2.9118774
25045,7.257421,.83865303,1,.75,2.4795623,.83865303,.70333892,.70333892,3.7523625,2.9117987
34093,7.392622,.81631339,1,.75,2.4720187,.81631339,.66636753,.66636753,3.7523625,2.8954284
18027,0,.81560463,1,.75,2.4717793,.81560463,.6652109,.6652109,3.7523625,2.8948891
47052,0,.81486917,1,.75,2.4715312,.81486917,.66401178,.66401178,3.7523625,2.8943284
4009,0,.81449687,1,.75,2.4714053,.81449687,.66340518,.66340518,3.7523625,2.8940442
43035,0,.80921656,1,.75,2.4696224,.80921656,.65483141,.65483141,3.7523625,2.8899751
4048,29.895367,.79009116,1,.75,2.4631641,.79009116,.62424403,.62424403,3.7523625,2.8746712
11130,0,.78952736,1,.75,2.4629738,.78952736,.62335342,.62335342,3.7523625,2.8742068
34066,0,.78445917,1,.75,2.4612625,.78445917,.61537617,.61537617,3.7523625,2.8699958
11131,0,.78411889,1,.75,2.4611475,.78411889,.61484241,.61484241,3.7523625,2.8697109
25033,0,.77194923,1,.75,2.4570382,.77194923,.5959056,.5959056,3.7523625,2.8593359
11090,15.820282,.76867855,1,.75,2.4559336,.76867855,.59086668,.59086668,3.7523625,2.8564866
25017,0,.76812613,1,.75,2.4557471,.76812613,.59001774,.59001774,3.7523625,2.8560028
11077,0,.7670176,1,.75,2.4553728,.7670176,.58831602,.58831602,3.7523625,2.8550296
11135,8.5616436,.75927532,1,.75,2.4527583,.75927532,.57649899,.57649899,3.7523625,2.84815
43048,13.93534,.75727564,1,.75,2.4520831,.75727564,.57346642,.57346642,3.7523625,2.8463495
19054,11.614402,.75029016,1,.75,2.4497244,.75029016,.56293529,.56293529,3.7523625,2.8399842
41027,0,.73629326,1,.75,2.444998,.73629326,.54212779,.54212779,3.7523625,2.826874
43013,0,.73169124,1,.75,2.443444,.73169124,.53537208,.53537208,3.7523625,2.8224599
44145,0,.7217387,1,.75,2.4400833,.7217387,.52090675,.52090675,3.7523625,2.8127387
11079,0,.72151285,1,.75,2.440007,.72151285,.52058083,.52058083,3.7523625,2.8125153
18064,0,.71791327,1,.75,2.4387915,.71791327,.51539946,.51539946,3.7523625,2.8089383
43014,0,.71478832,1,.75,2.4377363,.71478832,.51092231,.51092231,3.7523625,2.8058074
11095,0,.71391779,1,.75,2.4374423,.71391779,.5096786,.5096786,3.7523625,2.8049309
4074,9.7665787,.70766854,1,.75,2.4353321,.70766854,.50079477,.50079477,3.7523625,2.7985859
37001,0,.69171166,1,.75,2.4299438,.69171166,.47846502,.47846502,3.7523625,2.7819555
41003,0,.68891013,1,.75,2.4289978,.68891013,.47459716,.47459716,3.7523625,2.7789721
3001,4.762434,.68555015,1,.75,2.4278634,.68555015,.46997902,.46997902,3.7523625,2.7753689
11081,10.986596,.68427759,1,.75,2.4274335,.68427759,.46823582,.46823582,3.7523625,2.7739971
34078,3.8352749,.6780833,1,.75,2.4253418,.6780833,.45979697,.45979697,3.7523625,2.7672639
43065,0,.66660333,1,.75,2.4214654,.66660333,.44435999,.44435999,3.7523625,2.7545393
44204,0,.65985668,1,.56999999,2.4191873,.65985668,.43541083,.43541083,1.4958088,2.7469122
11159,5.8102374,.65944469,1,.56999999,2.4190481,.65944469,.43486729,.43486729,1.4958088,2.7464428
25012,0,.65398127,1,.56999999,2.4172032,.65398127,.42769149,.42769149,1.4958088,2.7401803
11120,0,.65386832,1,.56999999,2.417165,.65386832,.42754379,.42754379,1.4958088,2.7400501
19013,0,.64899009,1,.56999999,2.4155178,.64899009,.42118815,.42118815,1.4958088,2.734396
1003,4.1084633,.64472449,1,.56999999,2.4140775,.64472449,.41566968,.41566968,1.4958088,2.7294044
43031,0,.64115322,1,.56999999,2.4128716,.64115322,.41107744,.41107744,1.4958088,2.7251918
44203,0,.63744915,1,.56999999,2.4116209,.63744915,.4063414,.4063414,1.4958088,2.7207899
25040,5.8213997,.62905985,1,.56999999,2.408788,.62905985,.39571631,.39571631,1.4958088,2.7106969
11046,9.4446545,.62245047,1,.56999999,2.4065561,.62245047,.38744459,.38744459,1.4958088,2.7026255
19033,5.8889346,.62216055,1,.56999999,2.4064581,.62216055,.38708377,.38708377,1.4958088,2.7022688
43061,0,.61810404,1,.56999999,2.4050884,.61810404,.3820526,.3820526,1.4958088,2.6972599
42060,0,.60493493,1,.56999999,2.4006414,.60493493,.36594626,.36594626,1.4958088,2.6807234
25078,0,.5934481,1,.56999999,2.3967626,.5934481,.35218066,.35218066,1.4958088,2.6659567
19063,0,.58915275,1,.56999999,2.3953123,.58915275,.34710097,.34710097,1.4958088,2.6603527
44108,2.1852875,.5848971,1,.56999999,2.3938754,.5848971,.34210461,.34210461,1.4958088,2.6547565
44113,0,.58289897,1,.56999999,2.3932006,.58289897,.33977121,.33977121,1.4958088,2.6521139
11014,0,.57191795,1,.56999999,2.3894925,.57191795,.32709014,.32709014,1.4958088,2.6374183
1021,8.393487,.57097191,1,.56999999,2.389173,.57097191,.32600892,.32600892,1.4958088,2.6361384
11030,0,.57041037,1,.56999999,2.3889835,.57041037,.32536799,.32536799,1.4958088,2.6353779
44142,0,.57005489,1,.56999999,2.3888633,.57005489,.32496259,.32496259,1.4958088,2.634896
34008,0,.56798273,1,.56999999,2.3881638,.56798273,.32260439,.32260439,1.4958088,2.6320808
18007,0,.55630136,1,.56999999,2.3842192,.55630136,.30947119,.30947119,1.4958088,2.6160161
25014,0,.54860252,1,.56999999,2.3816195,.54860252,.30096471,.30096471,1.4958088,2.6052477
11039,0,.54106545,1,.56999999,2.3790743,.54106545,.29275182,.29275182,1.4958088,2.5945666
18023,0,.53713858,1,.56999999,2.3777485,.53713858,.28851786,.28851786,1.4958088,2.5889471
18104,0,.53646189,1,.56999999,2.3775198,.53646189,.28779137,.28779137,1.4958088,2.5879748
34059,0,.5296458,1,.56999999,2.3752184,.5296458,.28052467,.28052467,1.4958088,2.5781209
41034,6.0685134,.52899498,1,.56999999,2.3749986,.52899498,.2798357,.2798357,1.4958088,2.5771742
25003,0,.52792305,1,.56999999,2.3746367,.52792305,.27870274,.27870274,1.4958088,2.5756128
4065,0,.52528942,1,.56999999,2.3737473,.52528942,.27592897,.27592897,1.4958088,2.5717642
41025,5.5154157,.52065605,1,.56999999,2.3721826,.52065605,.27108273,.27108273,1.4958088,2.5649529
19046,0,.51991296,1,.56999999,2.3719318,.51991296,.27030948,.27030948,1.4958088,2.5638556
11096,0,.51721823,1,.56999999,2.3710217,.51721823,.26751471,.26751471,1.4958088,2.5598652
11153,0,.51478219,1,.56999999,2.3701992,.51478219,.2650007,.2650007,1.4958088,2.5562429
11133,0,.51436102,1,.56999999,2.3700571,.51436102,.26456726,.26456726,1.4958088,2.5556154
47015,0,.51345927,1,.56999999,2.3697524,.51345927,.2636404,.2636404,1.4958088,2.5542698
18088,0,.50946832,1,.56999999,2.3684049,.50946832,.25955796,.25955796,1.4958088,2.5482917
18118,0,.49641138,1,.56999999,2.3639958,.49641138,.24642426,.24642426,1.4958088,2.5284636
25042,2.2936306,.49462074,1,.56999999,2.3633912,.49462074,.24464968,.24464968,1.4958088,2.525712
43067,0,.48951668,1,.56999999,2.3616676,.48951668,.23962657,.23962657,1.4958088,2.5178268
1034,7.2939458,.48583856,1,.56999999,2.3604257,.48583856,.2360391,.2360391,1.4958088,2.5121055
43018,4.1035743,.47775635,1,.38999999,2.3576965,.47775635,.22825113,.22825113,2.8143573,2.499418
19041,0,.47441354,1,.38999999,2.3565676,.47441354,.22506821,.22506821,2.8143573,2.4941244
41035,0,.46313882,1,.38999999,2.3527606,.46313882,.21449757,.21449757,2.8143573,2.4760702
44245,0,.46278405,1,.38999999,2.3526406,.46278405,.21416909,.21416909,2.8143573,2.475497
49051,8.4889641,.45515999,1,.38999999,2.3500662,.45515999,.20717062,.20717062,2.8143573,2.4631076
47025,0,.45241952,1,.38999999,2.3491409,.45241952,.20468342,.20468342,2.8143573,2.4586198
11032,13.984058,.45171303,1,.38999999,2.3489022,.45171303,.20404465,.20404465,2.8143573,2.4574599
11103,0,.44800669,1,.38999999,2.3476508,.44800669,.20071,.20071,2.8143573,2.4513552
11140,0,.44619852,1,.38999999,2.3470402,.44619852,.19909312,.19909312,2.8143573,2.448365
43088,0,.44568428,1,.38999999,2.3468666,.44568428,.19863448,.19863448,2.8143573,2.4475131
49008,0,.44166055,1,.38999999,2.3455079,.44166055,.19506404,.19506404,2.8143573,2.4408252
19021,0,.43849397,1,.38999999,2.3444386,.43849397,.19227695,.19227695,2.8143573,2.4355347
11144,0,.43787867,1,.38999999,2.3442309,.43787867,.19173773,.19173773,2.8143573,2.4345038
42056,6.2869358,.4284552,1,.38999999,2.3410487,.4284552,.18357386,.18357386,2.8143573,2.4186015
34052,0,.4201529,1,.38999999,2.3382452,.4201529,.17652847,.17652847,2.8143573,2.404413
4018,1.8716778,.41974968,1,.38999999,2.338109,.41974968,.1761898,.1761898,2.8143573,2.4037197
47091,0,.41606814,1,.38999999,2.3368659,.41606814,.17311269,.17311269,2.8143573,2.3973711
34047,0,.41294962,1,.38999999,2.3358128,.41294962,.17052738,.17052738,2.8143573,2.3919675
4025,0,.41221222,1,.38999999,2.3355639,.41221222,.16991891,.16991891,2.8143573,2.3906865
35043,20.504408,.41171974,1,.38999999,2.3353977,.41171974,.16951315,.16951315,2.8143573,2.3898301
1007,4.9649968,.40731415,1,.38999999,2.33391,.40731415,.16590482,.16590482,2.8143573,2.3821433
18086,0,.40636277,1,.38999999,2.3335886,.40636277,.1651307,.1651307,2.8143573,2.3804772
11156,0,.40460342,1,.38999999,2.3329947,.40460342,.16370393,.16370393,2.8143573,2.3773901
1046,0,.3986052,1,.38999999,2.3309691,.3986052,.1588861,.1588861,2.8143573,2.3668098
25015,4.0489106,.39816537,1,.38999999,2.3308206,.39816537,.15853566,.15853566,2.8143573,2.3660305
41005,0,.38738579,1,.38999999,2.3271806,.38738579,.15006775,.15006775,2.8143573,2.3467855
26078,0,.37794939,1,.38999999,2.3239942,.37794939,.14284573,.14284573,2.8143573,2.3297076
11100,0,.37710825,1,.38999999,2.3237102,.37710825,.14221063,.14221063,2.8143573,2.3281748
1018,0,.3762942,1,.38999999,2.3234353,.3762942,.14159732,.14159732,2.8143573,2.3266897
41019,12.373175,.37453064,1,.38999999,2.3228397,.37453064,.1402732,.1402732,2.8143573,2.3234673
18029,0,.37299484,1,.38999999,2.3223212,.37299484,.13912515,.13912515,2.8143573,2.3206546
18083,20.53388,.3623549,1,.38999999,2.3187284,.3623549,.13130108,.13130108,2.8143573,2.3010123
4071,0,.35916352,1,.38999999,2.3176508,.35916352,.12899844,.12899844,2.8143573,2.2950673
43046,8.4595213,.35304016,1,.38999999,2.315583,.35304016,.12463735,.12463735,2.8143573,2.2835915
11125,0,.35290018,1,.38999999,2.3155358,.35290018,.12453853,.12453853,2.8143573,2.2833281
41020,0,.35270029,1,.38999999,2.3154683,.35270029,.12439749,.12439749,2.8143573,2.2829518
4054,2.632133,.34568581,1,.38999999,2.3130996,.34568581,.11949868,.11949868,2.8143573,2.2696886
26072,0,.33966166,1,.38999999,2.3110654,.33966166,.11537004,.11537004,2.8143573,2.2582028
34009,7.2851782,.33925766,1,.38999999,2.3109291,.33925766,.11509576,.11509576,2.8143573,2.2574294
4068,0,.33421159,1,.38999999,2.3092251,.33421159,.11169738,.11169738,2.8143573,2.2477357
19020,2.9964342,.33212608,1,.38999999,2.3085208,.33212608,.11030773,.11030773,2.8143573,2.2437115
19004,8.491127,.32741076,1,.38999999,2.3069286,.32741076,.10719781,.10719781,2.8143573,2.2345738
19039,0,.32436928,1,.38999999,2.3059015,.32436928,.10521543,.10521543,2.8143573,2.2286513
4040,0,.3242808,1,.38999999,2.3058717,.3242808,.10515804,.10515804,2.8143573,2.2284787
25049,0,.32144913,1,.38999999,2.3049154,.32144913,.10332955,.10332955,2.8143573,2.222944
41038,7.8331027,.32024711,1,.38999999,2.3045096,.32024711,.10255821,.10255821,2.8143573,2.2205887
34071,5.2773232,.31899667,1,.38999999,2.3040874,.31899667,.10175887,.10175887,2.8143573,2.2181346
34031,0,.31828102,1,.38999999,2.3038456,.31828102,.10130281,.10130281,2.8143573,2.2167284
1050,0,.31705576,1,.38999999,2.303432,.31705576,.10052436,.10052436,2.8143573,2.2143183
11091,0,.31534258,1,.38999999,2.3028533,.31534258,.09944094,.09944094,2.8143573,2.210942
44082,6.2111802,.31364006,1,.38999999,2.3022785,.31364006,.098370083,.098370083,2.8143573,2.2075799
44093,0,.31027132,1,.38999999,2.301141,.31027132,.096268296,.096268296,2.8143573,2.2009063
10030,0,.29433656,1,.20999999,2.2957602,.29433656,.08663401,.08663401,2.5677795,2.1689672
11042,0,.29327035,1,.20999999,2.2954001,.29327035,.086007498,.086007498,2.5677795,2.1668081
1012,0,.29108223,1,.20999999,2.2946613,.29108223,.084728867,.084728867,2.5677795,2.1623688
4053,15.092062,.29023498,1,.20999999,2.2943752,.29023498,.084236346,.084236346,2.5677795,2.1606467
18067,0,.28544259,1,.20999999,2.292757,.28544259,.081477471,.081477471,2.5677795,2.1508732
41015,3.3684778,.28536668,1,.20999999,2.2927313,.28536668,.081434146,.081434146,2.5677795,2.1507177
25082,7.233273,.28351694,1,.20999999,2.2921066,.28351694,.080381855,.080381855,2.5677795,2.1469302
25031,5.8251295,.27720132,1,.20999999,2.2899742,.27720132,.076840572,.076840572,2.5677795,2.1339359
43069,0,.27711931,1,.20999999,2.2899463,.27711931,.076795109,.076795109,2.5677795,2.1337664
1055,0,.27223,1,.20999999,2.2882955,.27223,.074109174,.074109174,2.5677795,2.1236393
6012,0,.26683259,1,.20999999,2.2864728,.26683259,.071199633,.071199633,2.5677795,2.1123927
11134,9.457159,.26666245,1,.20999999,2.2864153,.26666245,.071108863,.071108863,2.5677795,2.1120372
19049,5.8616648,.25766206,1,.20999999,2.2833762,.25766206,.06638974,.06638974,2.5677795,2.0931222
34072,14.210601,.25433144,1,.20999999,2.2822516,.25433144,.06468448,.06468448,2.5677795,2.0860729
11150,0,.25009409,1,.20999999,2.2808206,.25009409,.06254705,.06254705,2.5677795,2.0770659
11001,6.2996097,.24667116,1,.20999999,2.2796648,.24667116,.06084666,.06084666,2.5677795,2.0697582
34087,0,.24165368,1,.20999999,2.2779706,.24165368,.0583965,.0583965,2.5677795,2.058995
34037,0,.24117684,1,.20999999,2.2778096,.24117684,.058166269,.058166269,2.5677795,2.0579689
11062,0,.23741364,1,.20999999,2.2765388,.23741364,.05636524,.05636524,2.5677795,2.0498519
41033,13.253811,.233108,1,.20999999,2.275085,.233108,.054339338,.054339338,2.5677795,2.0405231
41017,0,.22911592,1,.20999999,2.273737,.22911592,.052494105,.052494105,2.5677795,2.0318332
18097,0,.22582841,1,.20999999,2.2726269,.22582841,.050998472,.050998472,2.5677795,2.0246482
11021,14.874312,.22463213,1,.20999999,2.2722228,.22463213,.050459594,.050459594,2.5677795,2.0220273
34007,0,.22103105,1,.20999999,2.2710068,.22103105,.048854727,.048854727,2.5677795,2.0141163
19035,0,.21980654,1,.20999999,2.2705934,.21980654,.048314914,.048314914,2.5677795,2.0114193
19019,0,.20957856,1,.20999999,2.2671397,.20957856,.043923173,.043923173,2.5677795,1.9887489
42008,0,.20720926,1,.20999999,2.2663395,.20720926,.042935677,.042935677,2.5677795,1.9834613
4044,0,.20234095,1,.20999999,2.2646956,.20234095,.040941857,.040941857,2.5677795,1.9725538
25004,0,.20220017,1,.20999999,2.2646482,.20220017,.040884912,.040884912,2.5677795,1.9722376
34042,3.9172673,.19793192,1,.20999999,2.2632067,.19793192,.039177042,.039177042,2.5677795,1.9626259
11124,0,.19771715,1,.20999999,2.2631342,.19771715,.039092068,.039092068,2.5677795,1.962141
25077,0,.19472566,1,.20999999,2.2621241,.19472566,.037918083,.037918083,2.5677795,1.9553766
37012,0,.19300675,1,.20999999,2.2615438,.19300675,.037251607,.037251607,2.5677795,1.95148
18031,0,.18514276,1,.20999999,2.2588882,.18514276,.034277841,.034277841,2.5677795,1.9335617
32021,0,.18209367,1,.20999999,2.2578588,.18209367,.033158101,.033158101,2.5677795,1.926574
19042,4.6146746,.17646471,1,.20999999,2.2559578,.17646471,.031139793,.031139793,2.5677795,1.9136147
11086,0,.17143808,1,.20999999,2.2542605,.17143808,.029391017,.029391017,2.5677795,1.9019774
19050,0,.16778664,1,.20999999,2.2530274,.16778664,.028152358,.028152358,2.5677795,1.8934855
25062,4.1821756,.16495156,1,.20999999,2.2520702,.16495156,.027209017,.027209017,2.5677795,1.8868699
19011,0,.15770212,1,.20999999,2.2496223,.15770212,.024869958,.024869958,2.5677795,1.8698648
11088,8.8691797,.1567965,1,.20999999,2.2493165,.1567965,.024585143,.024585143,2.5677795,1.8677316
34082,0,.15615983,1,.20999999,2.2491014,.15615983,.024385894,.024385894,2.5677795,1.8662306
37064,0,.15487389,1,.20999999,2.2486672,.15487389,.023985922,.023985922,2.5677795,1.8631961
4019,0,.15456529,1,.20999999,2.2485631,.15456529,.023890428,.023890428,2.5677795,1.8624673
4038,0,.13633715,1,.20999999,2.2424078,.13633715,.018587817,.018587817,2.5677795,1.8190088
1044,4.3256335,.13188349,1,.20999999,2.2409039,.13188349,.017393254,.017393254,2.5677795,1.8082683
4033,0,.1291163,1,.20999999,2.2399695,.1291163,.016671019,.016671019,2.5677795,1.8015708
19016,4.4361634,.12768312,1,.20999999,2.2394855,.12768312,.016302979,.016302979,2.5677795,1.7980947
18032,0,.12545609,1,.20999999,2.2387335,.12545609,.015739232,.015739232,2.5677795,1.7926834
11050,0,.11732735,1,.029999999,2.2359886,.11732735,.013765709,.013765709,1.7827269,1.7728298
18036,8.8284626,.11709924,1,.029999999,2.2359116,.11709924,.013712232,.013712232,1.7827269,1.7722703
11142,0,.10732484,1,.029999999,2.2326112,.10732484,.011518621,.011518621,1.7827269,1.74818
4064,0,.1057139,1,.029999999,2.2320671,.1057139,.011175428,.011175428,1.7827269,1.7441875
47013,0,.10431924,1,.029999999,2.2315962,.10431924,.010882503,.010882503,1.7827269,1.7407259
10065,0,.10324121,1,.029999999,2.2312322,.10324121,.010658747,.010658747,1.7827269,1.738047
10020,2.4948232,.096148156,1,.029999999,2.228837,.096148156,.0092444681,.0092444681,1.7827269,1.7203503
25058,0,.094308332,1,.029999999,2.2282157,.094308332,.0088940617,.0088940617,1.7827269,1.7157402
26112,0,.089372113,1,.029999999,2.2265489,.089372113,.0079873744,.0079873744,1.7827269,1.7033308
44240,.87915182,.082608275,1,.029999999,2.2242649,.082608275,.0068241269,.0068241269,1.7827269,1.686231
